gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000165630.15	PRPF18	Productive	+	0	0	0	chr10:13600244-13600348	chr10:13597645-13597671	chr10:13597458-13597535	0.3484224965706447	6.533333333333333	8.10077519379845	4.3265386	3.917148351669311	4.4478664	TRUE
ENSG00000152455.16	SUV39H2	Productive	+	0	0	0	chr10:14899539-14899685	chr10:14896846-14896977	chr10:14881500-14881645	3.95959595959596	4.575221238938053	0.3053935860058309	4.7001643	3.9127798080444336	5.026735	FALSE
ENSG00000165983.15	PTER	Productive	+	0	1	1	chr10:16511046-16511256	chr10:16505020-16505160	chr10:16486367-16486617	0.4885588117221999	0.6724565756823822	9.086792452830188	4.112398	3.9684183597564697	4.0096397	FALSE
ENSG00000148482.12	SLC39A12	Productive	+	0	0	0	chr10:17995656-17995722	chr10:17993181-17993291	chr10:17991151-17991303	2.376681614349776	2.9297658862876252	5.879518072289157	2.8091698	2.3622701168060303	1.6757463	FALSE
ENSG00000078403.17	MLLT10	Unproductive	+	2	0	0	chr10:21586294-21586348	chr10:21557621-21557824	chr10:21538833-21538912	0.08716707021791767	1.752851711026616	9.583333333333334	6.6543374	1.4761275053024292	5.904489994049072	TRUE
ENSG00000078403.17	MLLT10	Productive	+	2	2	2	chr10:21713772-21713950	chr10:21682225-21682257	chr10:21681332-21681376	1.5333333333333334	7.230769230769231	1.805	2.486578	3.4209697	3.211781740188598	TRUE
ENSG00000148444.16	COMMD3	Productive	+	1	1	1	chr10:22318959-22319018	chr10:22318653-22318862	chr10:22318272-22318306	1.9090909090909092	8.63225806451613	1.6650717703349285	3.2558858	2.484981060028076	3.3858333	FALSE
ENSG00000269897.5	COMMD3-BMI1	Unproductive	+	0	1	1	chr10:22318959-22319018	chr10:22318658-22318862	chr10:22318272-22318306	2.661764705882353	8.557692307692308	1.6650717703349285	3.2558858	2.4449219703674316	3.3858333	FALSE
ENSG00000168283.14	BMI1	Productive	+	2	1	1	chr10:22328134-22328179	chr10:22327595-22328058	chr10:22326890-22326986	0.05418138987043581	3.6041666666666665	3.4947368421052634	5.834794	3.064243793487549	3.6295657	TRUE
ENSG00000077327.16	SPAG6	Productive	+	0	0	0	chr10:22416619-22416681	chr10:22411031-22411176	chr10:22401161-22401277	0.3649155722326454	1.0014513788098691	3.296875	4.157615	4.389855861663818	3.372587203979492	FALSE
ENSG00000120549.19	KIAA1217	Productive	+	0	1	1	chr10:24495147-24495196	chr10:24494500-24494604	chr10:24473228-24474060	2.0260703181057163	0.8162162162162162	2.118181818181818	3.0591009	5.613409519195557	2.2256799	TRUE
ENSG00000001460.18	STPG1	Productive	-	0	0	0	chr1:24401319-24401388	chr1:24391561-24391679	chr1:24383902-24384003	0.4403292181069959	1.4350453172205435	8.666666666666666	1.9166765	1.3603024	-0.08804284781217575	FALSE
ENSG00000120549.19	KIAA1217	Productive	+	0	0	0	chr10:24544981-24545118	chr10:24536774-24536893	chr10:24533212-24533237	1.6794871794871795	6.237288135593221	8.509615384615385	4.788077	4.304375	4.2431307	TRUE
ENSG00000120539.15	MASTL	Productive	+	0	2	2	chr10:27181480-27181581	chr10:27180953-27181066	chr10:27173118-27173259	6.475806451612903	0.2544529262086514	2.278985507246377	3.9847112	5.562158107757568	4.065166473388672	FALSE
ENSG00000099246.18	RAB18	Productive	+	2	2	2	chr10:27537876-27537917	chr10:27533928-27533994	chr10:27533735-27533853	0.19759036144578312	24	0.06159420289855073	5.7855034	5.112790107727051	6.271523475646973	FALSE
ENSG00000095787.26	WAC	Productive	+	2	0	0	chr10:28608186-28608257	chr10:28595733-28596041	chr10:28590722-28590832	3.6853932584269664	7	2.586206896551724	5.7207026	4.868618488311768	3.7739028930664062	TRUE
ENSG00000095787.26	WAC	Unproductive	+	0	1	1	chr10:28616173-28616362	chr10:28615328-28615573	chr10:28614567-28614685	12.403225806451612	3.082802547770701	2.8912579957356077	3.8843863	1.165142297744751	4.668858051300049	FALSE
ENSG00000117616.18	RSRP1	Unproductive	-	0	0	2	chr1:25245150-25245301	chr1:25244454-25244498	chr1:25243550-25243633	2.973568281938326	2.9423076923076925	1.6362297496318114	1.1800476	3.9940669536590576	1.6307368278503418	FALSE
ENSG00000148516.23	ZEB1	Productive	+	2	2	2	chr10:31510673-31510875	chr10:31502348-31502509	chr10:31461037-31461237	16.016393442622952	11.666666666666666	1.852604828462516	3.8770845	4.685061454772949	5.135956	FALSE
ENSG00000216937.14	CCDC7	Productive	+	0	0	0	chr10:32574429-32574484	chr10:32571859-32571893	chr10:32567836-32567891	2.0294117647058822	Inf	1.7916666666666667	0.18589285	0.09074286371469498	1.7375895	FALSE
ENSG00000188672.19	RHCE	Productive	-	1	1	1	chr1:25402596-25402746	chr1:25388976-25389113	chr1:25375349-25375428	4.437956204379562	3.4831804281345566	1.2386634844868736	0.080462515	1.5281013250350952	0.5024106	FALSE
ENSG00000095794.21	CREM	Productive	+	1	2	2	chr10:35201451-35201486	chr10:35188200-35188388	chr10:35179134-35179276	0.9987468671679198	1.1614583333333333	1.0786516853932584	4.274245	4.338444	2.927361249923706	TRUE
ENSG00000187783.12	TMEM72	Productive	+	0	1	1	chr10:44931998-44932069	chr10:44927921-44927987	chr10:44911513-44911582	13.613636363636363	0.6377708978328174	5.596774193548387	2.349514	2.854984998703003	1.6394166	FALSE
ENSG00000172661.20	WASHC2C	Productive	+	0	0	0	chr10:45787035-45787247	chr10:45786612-45786674	chr10:45785509-45785631	4.840579710144928	1.44	6.395833333333333	1.252553	3.783714056015014	2.2164648	FALSE
ENSG00000131584.19	ACAP3	Productive	-	2	2	2	chr1:1295447-1295554	chr1:1294718-1294816	chr1:1294402-1294628	2.513112884834664	1.4616977225672878	1.8559670781893003	2.5039077	3.046292781829834	3.890074	FALSE
ENSG00000099290.17	WASHC2A	Productive	+	1	0	0	chr10:50119587-50119769	chr10:50117906-50118058	chr10:50113895-50113997	5.618556701030927	4.348275862068966	3.63302752293578	1.5873591	0.5326013565063477	1.4638688564300537	TRUE
ENSG00000099290.17	WASHC2A	Productive	+	0	0	0	chr10:50127583-50127795	chr10:50127160-50127222	chr10:50126057-50126179	2.3333333333333335	1.3642172523961662	6.171052631578948	1.2530488	3.806333541870117	2.260521173477173	FALSE
ENSG00000185532.20	PRKG1	Productive	+	1	1	1	chr10:52290224-52290290	chr10:52288931-52288993	chr10:52288726-52288848	0.12319790301441676	0.05168539325842695	0.09692671394799054	5.8767076	5.843698024749756	5.566254	FALSE
ENSG00000072401.15	UBE2D1	Productive	+	0	0	0	chr10:58363609-58363686	chr10:58361495-58361526	chr10:58361338-58361401	0.09090909090909093	3.15	4.45045045045045	4.831859	6.309624671936035	5.197922706604004	TRUE
ENSG00000108064.11	TFAM	Productive	+	0	2	2	chr10:58394358-58394534	chr10:58390765-58390860	chr10:58388670-58388819	4.0588235294117645	3.5434782608695654	3.719063545150502	1.3473934	2.2349791526794434	0.7565253973007202	FALSE
ENSG00000170312.17	CDK1	Productive	+	1	0	0	chr10:60791890-60791969	chr10:60788060-60788230	chr10:60785664-60785787	1.9373601789709172	23.147058823529413	0.8513238289205702	5.134508	5.142894268035889	5.0192876	FALSE
ENSG00000148572.16	NRBF2	Productive	+	0	2	2	chr10:63152150-63152190	chr10:63146209-63146293	chr10:63133471-63133500	4.059701492537314	4.985294117647059	19.3125	2.947367	4.882706165313721	4.1103168	TRUE
ENSG00000165476.14	REEP3	Unproductive	+	0	0	0	chr10:63610187-63610334	chr10:63599670-63599712	chr10:63599170-63599283	0.7047970479704797	22.142857142857142	0.5213764337851929	4.7721314	3.0566978454589844	2.952892	TRUE
ENSG00000060339.14	CCAR1	Productive	+	2	0	0	chr10:68740629-68740661	chr10:68737845-68737889	chr10:68736876-68737048	0.4104996837444655	16.928571428571427	6.82051282051282	4.7131505	4.239489555358887	4.205121040344238	FALSE
ENSG00000060339.14	CCAR1	Productive	+	0	0	0	chr10:68772988-68773099	chr10:68771206-68771445	chr10:68765888-68766079	0.10909090909090909	0.550462249614792	0.6850533807829181	5.5985317	4.886933326721191	4.839062690734863	FALSE
ENSG00000158062.21	UBXN11	Productive	-	2	2	2	chr1:26296919-26296995	chr1:26294205-26294331	chr1:26285823-26286037	1.7609756097560976	9.465909090909092	3.9489795918367343	2.2714417	1.5254013538360596	0.6388052	FALSE
ENSG00000060339.14	CCAR1	Productive	+	0	0	0	chr10:68757294-68757377	chr10:68756273-68756483	chr10:68755370-68755536	0.11215753424657536	2.135514018691589	0.2638230647709321	6.373449	7.708023548126221	5.847273826599121	FALSE
ENSG00000165730.16	STOX1	Productive	+	2	2	2	chr10:68892589-68892635	chr10:68884260-68884459	chr10:68881958-68882110	1.3851931330472105	0.9313131313131312	1.18018018018018	3.3465557	3.034065008163452	2.9220212	FALSE
ENSG00000107625.14	DDX50	Unproductive	+	0	0	0	chr10:68906711-68907007	chr10:68906226-68906337	chr10:68901385-68901471	2.82	1.3672316384180792	3.5063291139240507	2.253713	1.741964340209961	1.8184814453125	TRUE
ENSG00000165732.14	DDX21	Productive	+	0	0	0	chr10:68982543-68982812	chr10:68981537-68981581	chr10:68978842-68978976	2.8321995464852607	15.608695652173912	1.5747702589807853	4.0757036	2.871422052383423	2.3029962	FALSE
ENSG00000198954.9	KIFBP	Productive	+	0	2	2	chr10:69015541-69015560	chr10:69010900-69011015	chr10:69008841-69008925	7.907894736842105	4.528301886792453	0.11224489795918367	3.8666117	3.8538620471954346	5.511101	FALSE
ENSG00000122958.15	VPS26A	Productive	+	2	0	0	chr10:69171156-69171269	chr10:69168489-69168631	chr10:69166042-69166110	7	6.700598802395209	0.4090909090909091	5.9133763	5.566916465759277	5.203061	TRUE
ENSG00000156515.25	HK1	Productive	+	2	0	0	chr10:69368536-69368631	chr10:69364783-69364902	chr10:69359897-69360045	0.9132369299221356	1.8901303538175047	6.078787878787879	4.3070135	4.948117256164551	4.8842607	FALSE
ENSG00000156515.25	HK1	Productive	+	2	1	1	chr10:69398595-69398828	chr10:69394950-69395105	chr10:69392125-69392308	0.8171788810086682	0.18572469045884923	0.2003123779773526	4.8272333	5.1173587	4.689119815826416	TRUE
ENSG00000156515.25	HK1	Productive	+	1	1	1	chr10:69400991-69401135	chr10:69398595-69398828	chr10:69394950-69395105	0.18572469045884923	0.2003123779773526	0.5014684287812041	5.1173587	4.689119815826416	4.2911863	FALSE
ENSG00000197467.17	COL13A1	Productive	+	0	0	0	chr10:69880503-69880553	chr10:69878039-69878065	chr10:69875128-69875163	28.166666666666668	1.7872340425531914	2.689922480620155	3.4165556	3.4333699	2.8723530769348145	TRUE
ENSG00000197467.17	COL13A1	Productive	+	0	0	0	chr10:69921882-69921935	chr10:69919665-69919727	chr10:69919062-69919088	2.347826086956522	2.6125	2.8	2.8298519	2.1548569202423096	2.2550187	TRUE
ENSG00000099284.15	MACROH2A2	Productive	+	0	2	2	chr10:70109033-70109180	chr10:70095654-70095753	chr10:70093735-70093845	0.4623921085080148	21.394736842105264	0.4219298245614035	4.3321977	5.1218605	5.126223087310791	FALSE
ENSG00000107719.10	PALD1	Productive	+	0	0	0	chr10:70541102-70541242	chr10:70539676-70539762	chr10:70539092-70539247	1.3909191583610188	1.5765595463137996	2.293103448275862	2.8845642	3.58126449584961	3.7900710105896	FALSE
ENSG00000107731.12	UNC5B	Productive	+	2	2	2	chr10:71290915-71291109	chr10:71288958-71288990	chr10:71288568-71288732	1.4017521902377972	2.522727272727273	4.801192842942346	5.0505996	3.3659090995788574	3.908969402313232	FALSE
ENSG00000107736.22	CDH23	Productive	+	0	0	0	chr10:71814952-71815278	chr10:71813244-71813348	chr10:71812768-71812890	2.198529411764706	0.7303664921465969	1.3346337234503685	5.5055037	5.247438430786133	4.307018280029297	FALSE
ENSG00000166295.9	ANAPC16	Productive	+	0	2	2	chr10:72233001-72233116	chr10:72230366-72230440	chr10:72223915-72224056	0.1130690161527166	0.02777777777777777	0.09029779058597502	5.2723165	5.613893032073975	5.384017	TRUE
ENSG00000138315.13	OIT3	Productive	+	2	1	1	chr10:72930538-72930637	chr10:72924229-72924644	chr10:72913308-72913468	14.772727272727272	8.17704280155642	0.4013986013986014	4.500174	4.096524238586426	4.8625402	FALSE
ENSG00000166321.14	NUDT13	Productive	+	2	0	0	chr10:73125118-73125243	chr10:73124214-73124320	chr10:73122175-73122309	6.961864406779661	4.617801047120419	0.82375	2.0679038	1.74358868598938	3.8122067	FALSE
ENSG00000166321.14	NUDT13	Productive	+	0	2	2	chr10:73126673-73126827	chr10:73125398-73125509	chr10:73125118-73125243	0.82375	6.818181818181818	0.8018707482993197	3.8122067	4.244776725769043	4.064697	FALSE
ENSG00000138286.15	FAM149B1	Productive	+	1	0	0	chr10:73239312-73239384	chr10:73235193-73235318	chr10:73234817-73234940	3.4277286135693217	9.051612903225806	1.5775862068965518	1.6843953	2.369516134262085	1.4474247	TRUE
ENSG00000176986.16	SEC24C	Productive	+	2	0	0	chr10:73763490-73763555	chr10:73762098-73762166	chr10:73760713-73760849	2.585635359116022	0.5148809523809523	11.869565217391305	4.05208	6.29826021194458	4.6737576	TRUE
ENSG00000035403.18	VCL	Productive	+	0	0	0	chr10:74114184-74114387	chr10:74111909-74112112	chr10:74108971-74109156	0.04989384288747346	7.035087719298246	44.39393939393939	5.5515647	5.245166778564453	5.868549346923828	TRUE
ENSG00000156110.15	ADK	Productive	+	2	2	2	chr10:74670183-74670269	chr10:74600379-74600493	chr10:74589282-74589317	29.352941176470587	1.4908675799086757	1.2040816326530612	6.1064167	4.507086753845215	4.050459384918213	TRUE
ENSG00000156110.15	ADK	Productive	+	2	0	0	chr10:74708321-74708356	chr10:74670183-74670269	chr10:74589282-74589317	29.352941176470587	3.82	7.052631578947368	6.1064167	4.050459384918213	3.4954998	TRUE
ENSG00000156650.14	KAT6B	Productive	+	1	0	0	chr10:74989019-74989112	chr10:74985080-74985241	chr10:74981787-74981928	3.463519313304721	7.660377358490566	0.6456140350877193	5.7111335	6.333346366882324	6.646574	FALSE
ENSG00000138326.21	RPS24	Productive	+	0	0	0	chr10:78037965-78037970	chr10:78037439-78037441	chr10:78037194-78037304	0.737064413938754	2	0	5.742513	5.2876667976379395	5.2776666	TRUE
ENSG00000108219.17	TSPAN14	Productive	+	0	0	0	chr10:80507228-80507374	chr10:80504728-80504778	chr10:80489234-80489314	7.711111111111111	0.5027624309392266	0.2821601941747573	4.2901726	5.183451175689697	4.56617	FALSE
ENSG00000185737.13	NRG3	Productive	+	1	1	1	chr10:82985098-82985605	chr10:82984783-82984854	chr10:82978950-82979120	1.9437148217636024	5.969230769230769	1.1304347826086956	3.111626	2.8342220783233643	3.2757795	TRUE
ENSG00000148604.15	RGR	Productive	+	1	0	0	chr10:84258508-84258639	chr10:84257893-84258006	chr10:84254326-84254443	2.024432809773124	1.3216520650813517	1.937007874015748	2.7767541	2.6762189865112305	2.4556365000000002	FALSE
ENSG00000107771.17	CCSER2	Productive	+	0	2	2	chr10:84513449-84513543	chr10:84499875-84499959	chr10:84477575-84477664	10.52	1.586666666666667	1.7061855670103092	2.3359556	4.6479645	3.815778970718384	TRUE
ENSG00000107771.17	CCSER2	Unproductive	+	0	2	2	chr10:84513449-84513543	chr10:84507294-84507333	chr10:84499875-84499959	1.0425531914893618	0.8181818181818182	1.7061855670103092	4.6479645	5.915349960327148	3.815778970718384	TRUE
ENSG00000122367.21	LDB3	Productive	+	0	0	0	chr10:86691896-86691910	chr10:86687069-86687272	chr10:86681436-86681803	6.773809523809524	5.62800875273523	4.255813953488372	2.3626168	5.543278694152832	3.4025335	TRUE
ENSG00000122367.21	LDB3	Productive	+	2	1	1	chr10:86709905-86710050	chr10:86706531-86706719	chr10:86692535-86692571	0.128	1.3363874345549738	6.383673469387755	5.5967026	1.4381376504898071	1.8591028	FALSE
ENSG00000107779.16	BMPR1A	Productive	+	0	1	1	chr10:86892127-86892229	chr10:86890062-86890224	chr10:86876019-86876085	1.2007874015748032	8.677777777777777	0.20359281437125748	2.1698954	4.020871639251709	5.469912528991699	FALSE
ENSG00000148671.14	ADIRF	Productive	+	0	2	2	chr10:86970476-86970530	chr10:86970200-86970262	chr10:86968545-86968605	2.1338582677165356	9.181818181818182	1.6724137931034482	0.9720327	0.8083333969116211	0.7002	TRUE
ENSG00000122376.12	SHLD2	Productive	+	2	2	2	chr10:87180075-87180303	chr10:87175889-87176095	chr10:87170840-87170974	4.975609756097561	3.137855579868709	7.328947368421052	2.269615	2.291463851928711	1.8957598	FALSE
ENSG00000198682.13	PAPSS2	Productive	+	0	2	2	chr10:87727284-87727489	chr10:87721756-87721770	chr10:87715732-87715843	0.5420219244823387	7.2	0.7084221748400853	4.453607	1.1594665050506592	3.1605191	FALSE
ENSG00000171862.16	PTEN	Productive	+	2	1	1	chr10:87931046-87931089	chr10:87925513-87925557	chr10:87894025-87894109	0.06981981981981981	0.00826446280991735	11.458333333333334	6.2123995	6.995733	6.4682508	TRUE
ENSG00000171862.16	PTEN	Unproductive	+	1	1	1	chr10:87931046-87931089	chr10:87927548-87927599	chr10:87925513-87925557	0.00826446280991735	2.9759036144578315	11.458333333333334	6.995733	1.3279039859771729	6.4682508	FALSE
ENSG00000142733.18	MAP3K6	Productive	-	0	0	2	chr1:27364773-27364912	chr1:27364661-27364684	chr1:27364204-27364394	9.475770925110131	7	0.740029542097489	2.6372879	2.1344165802001953	3.7193072	FALSE
ENSG00000204022.9	LIPJ	Productive	+	2	0	0	chr10:88602576-88602647	chr10:88596790-88596936	chr10:88596280-88596416	1.8068376068376069	3.2389380530973453	7.696629213483146	0.67072994	0.41129249334335327	1.9997224	FALSE
ENSG00000026103.25	FAS	Productive	+	2	1	1	chr10:89010539-89010600	chr10:89008889-89008997	chr10:89007707-89007837	5.635964912280702	3.0796019900497513	1.9589041095890412	0.18136641	0.88782567	1.0972255	FALSE
ENSG00000026103.25	FAS	Productive	+	1	2	2	chr10:89011999-89012081	chr10:89010753-89010815	chr10:89010539-89010600	1.9589041095890412	4.054794520547945	11	1.0972255	-1.289762	-0.9695903658866882	FALSE
ENSG00000148688.14	RPP30	Productive	+	0	0	0	chr10:90895880-90895917	chr10:90895454-90895483	chr10:90894775-90894891	1.2771855010660982	10.555555555555555	0.12534818941504178	4.148444	3.9237000942230225	4.051947	FALSE
ENSG00000198060.10	MARCHF5	Unproductive	+	1	2	2	chr10:92340673-92340803	chr10:92333470-92333625	chr10:92311135-92311337	0.06759656652360516	2.391304347826087	2.443298969072165	5.8108225	2.6304168701171875	5.7321525	TRUE
ENSG00000138190.17	EXOC6	Productive	+	0	0	0	chr10:92928339-92928422	chr10:92919982-92920050	chr10:92915758-92915913	2.522292993630573	0.33796296296296297	0.8675213675213675	2.4760578	4.132970809936523	5.0914283	FALSE
ENSG00000108231.14	LGI1	Productive	+	0	1	1	chr10:93777379-93777450	chr10:93758760-93758831	chr10:93758145-93758359	4.134185303514377	3.032051282051282	0.32119914346895073	4.155479	5.1219444	5.201250076293945	TRUE
ENSG00000138193.17	PLCE1	Productive	+	0	2	2	chr10:94283790-94283911	chr10:94282794-94282832	chr10:94279782-94279911	0.94884287454324	8.25	1.0259146341463414	4.4166455	4.881871700286865	4.4230657	FALSE
ENSG00000196233.14	LCOR	Productive	+	0	0	0	chr10:96907265-96907309	chr10:96833406-96833479	chr10:96832303-96832399	1.262443438914027	3.533333333333333	1.44	2.8337214	3.086310625076294	5.3164444	FALSE
ENSG00000171307.19	ZDHHC16	Productive	+	0	0	0	chr10:97452415-97452503	chr10:97452090-97452284	chr10:97451676-97451918	2.892857142857143	3.5688976377952755	0.58603066439523	3.343638	4.018373966217041	4.818191	TRUE
ENSG00000171307.19	ZDHHC16	Productive	+	2	0	0	chr10:97454714-97454799	chr10:97453799-97453846	chr10:97453530-97453663	0.5374841168996188	2.49438202247191	2.9080459770114944	5.595381	3.7652084827423096	4.023977	TRUE
ENSG00000249967.1	NA	Unproductive	+	0	2	2	chr10:97601857-97601990	chr10:97598775-97599216	chr10:97584704-97584914	4.485549132947977	5.288486416558862	1.0825309491059147	1.9482131	2.4639477729797363	4.142701	TRUE
ENSG00000155256.18	ZFYVE27	Productive	+	0	0	0	chr10:97753038-97753182	chr10:97752857-97752877	chr10:97751391-97751462	0.0389937106918239	1.04	1.202179176755448	5.4717083	3.181142807006836	4.056179	TRUE
ENSG00000119946.12	CNNM1	Productive	+	2	2	2	chr10:99377055-99377218	chr10:99368618-99368680	chr10:99364955-99365002	1.1012658227848102	2.2580645161290325	3.8470149253731343	3.1219375	4.853937149047852	3.66482925415039	FALSE
ENSG00000075891.24	PAX2	Productive	+	0	2	2	chr10:100749746-100749914	chr10:100746193-100746303	chr10:100735709-100735733	11.333333333333334	3.632	4.085106382978723	2.28168	4.94472074508667	6.107550621032715	FALSE
ENSG00000075891.24	PAX2	Productive	+	2	2	2	chr10:100806430-100806605	chr10:100786943-100787011	chr10:100781246-100781365	0.04405286343612335	1.2215909090909092	2.834158415841584	6.046166	2.2767388820648193	5.689670085906982	TRUE
ENSG00000158161.16	EYA3	Unproductive	-	0	0	0	chr1:27999960-28000049	chr1:27998284-27998351	chr1:27997320-27997378	9.974358974358974	2.7333333333333334	8.80952380952381	5.272542	2.259058713912964	4.636	FALSE
ENSG00000158161.16	EYA3	Productive	-	2	2	1	chr1:28035544-28035680	chr1:28027789-28027926	chr1:28017154-28017239	0.7772151898734178	0.7489711934156379	0.9306759098786828	3.1278954	4.359609127044678	3.66243052482605	TRUE
ENSG00000107819.15	SFXN3	Productive	+	1	1	1	chr10:101036486-101036561	chr10:101036003-101036101	chr10:101035497-101035667	0.8762475049900199	2.372703412073491	0.6457883369330454	4.4859185	4.832969665527344	4.129210472106934	TRUE
ENSG00000158161.16	EYA3	Productive	-	2	2	0	chr1:28048383-28048426	chr1:28042571-28042650	chr1:28038839-28038905	0.4012345679012346	16.07894736842105	1.0387596899224807	4.181015	2.845212459564209	3.1981363	FALSE
ENSG00000166167.18	BTRC	Productive	+	0	0	0	chr10:101461981-101462058	chr10:101430345-101430452	chr10:101354181-101354228	0.2217391304347826	0.710691823899371	1.4918032786885247	3.4304378	5.286501	5.173153400421143	TRUE
ENSG00000166171.13	DPCD	Productive	+	0	0	0	chr10:101609367-101609471	chr10:101608835-101608937	chr10:101601203-101601336	1.4705882352941178	6.383458646616542	0.723433242506812	4.150881	4.07498025894165	3.7985427	TRUE
ENSG00000166197.17	NOLC1	Productive	+	0	1	1	chr10:102157189-102157328	chr10:102157019-102157074	chr10:102152415-102152530	0.6292335115864528	1.7650273224043715	1.5305785123966942	2.6119828	3.1527678966522217	1.7610286	TRUE
ENSG00000107862.7	GBF1	Productive	+	1	0	0	chr10:102358039-102358186	chr10:102354370-102354444	chr10:102353600-102353654	0.482200647249191	8.763157894736842	0.5330143540669856	5.8706007	4.879826545715332	4.0096354484558105	TRUE
ENSG00000107862.7	GBF1	Productive	+	0	0	0	chr10:102363710-102363798	chr10:102363256-102363396	chr10:102362475-102362664	0.5871617369414727	10.533333333333331	1.2733333333333334	3.9601738	1.80445396900177	3.8268535137176514	FALSE
ENSG00000107862.7	GBF1	Productive	+	2	0	0	chr10:102379853-102379954	chr10:102379284-102379651	chr10:102376935-102377128	8.345864661654135	1.2515010006671117	0.04407135362014691	4.275206	4.079355716705322	5.4224696	FALSE
ENSG00000107862.7	GBF1	Productive	+	0	0	0	chr10:102380506-102380686	chr10:102380333-102380362	chr10:102379853-102379954	0.04407135362014691	0.01140684410646387	0.871268656716418	5.4224696	5.981500148773193	5.163756847381592	FALSE
ENSG00000138111.14	MFSD13A	Productive	+	0	1	1	chr10:102471273-102471396	chr10:102470665-102471117	chr10:102469993-102470075	0.8068965517241379	0.9080913447984212	5.973958333333333	4.9989157	3.986042022705078	3.488073	FALSE
ENSG00000171206.16	TRIM8	Productive	+	0	0	0	chr10:102655080-102655313	chr10:102654653-102654748	chr10:102645008-102645187	2.675757575757576	0.40932642487046633	3.874730021598272	5.165728	5.864145278930664	5.472022	FALSE
ENSG00000148842.18	CNNM2	Productive	+	0	2	2	chr10:103076086-103076270	chr10:103071774-103071839	chr10:103068629-103068722	0.13641025641025642	3.549019607843137	0.3968175037294878	5.629809	5.604166507720947	4.690222	TRUE
ENSG00000148835.12	TAF5	Productive	+	2	1	1	chr10:103387175-103387352	chr10:103385326-103385490	chr10:103383238-103383367	0.14484356894553882	8.359550561797754	0.43142857142857144	5.454669	4.737351417541504	5.5303593	FALSE
ENSG00000065613.15	SLK	Productive	+	0	0	0	chr10:104018160-104018289	chr10:104010816-104010908	chr10:104008177-104008356	0.6217851739788199	5.182926829268292	1.8178807947019868	5.0526667	5.545838832855225	5.021446228027344	TRUE
ENSG00000120656.14	TAF12	Productive	-	0	0	0	chr1:28621914-28622081	chr1:28617953-28618030	chr1:28613247-28613361	1.7260981912144704	0.03230769230769231	2.4927953890489913	5.5620956	5.136384010314941	3.8207798	FALSE
ENSG00000148834.13	GSTO1	Productive	+	1	0	0	chr10:104266084-104266190	chr10:104262979-104263077	chr10:104259576-104259798	7.531847133757962	5.013245033112582	6.875776397515528	3.9926996	0.8669999241828918	2.7473643	TRUE
ENSG00000065621.15	GSTO2	Productive	+	1	0	0	chr10:104297578-104297684	chr10:104279370-104279471	chr10:104277894-104278116	10.47843137254902	5.705882352941177	1.3021276595744682	3.8087623	1.5334999561309814	2.1698784828186035	TRUE
ENSG00000116350.18	SRSF4	Productive	-	1	1	0	chr1:29154696-29154910	chr1:29150103-29150192	chr1:29148671-29149226	1.210902355120402	0.31268436578171094	0.1887651821862348	2.0973434	4.337177753448486	4.857060432434082	FALSE
ENSG00000148700.15	ADD3	Unproductive	+	0	0	0	chr10:110112777-110112915	chr10:110106000-110106053	chr10:110100654-110100848	2.7094972067039107	3.914893617021277	0.4483870967741935	4.833431	1.6397219896316528	4.398036	FALSE
ENSG00000148700.15	ADD3	Productive	+	0	2	2	chr10:110133326-110133618	chr10:110132305-110132400	chr10:110130363-110130486	0.7614942528735632	9.83783783783784	4.2375215146299485	3.5756373	4.502406120300293	4.101864	TRUE
ENSG00000119950.21	MXI1	Productive	+	2	1	1	chr10:110279180-110279294	chr10:110244828-110244857	chr10:110228189-110228321	7.326530612244898	1.7608695652173914	0.06222707423580786	3.2370677	3.9818332195281982	5.539669513702393	TRUE
ENSG00000116350.18	SRSF4	Unproductive	-	2	2	1	chr1:29160375-29160517	chr1:29159910-29160058	chr1:29159374-29159486	0.7540453074433657	21.548780487804876	1.5758293838862558	5.2886724	5.163248062133789	5.052042	FALSE
ENSG00000116350.18	SRSF4	Unproductive	-	1	1	0	chr1:29181646-29181752	chr1:29166729-29166912	chr1:29160375-29160517	1.5758293838862558	2.6466165413533833	2.264705882352941	5.052042	2.3595545291900635	4.330597877502441	FALSE
ENSG00000108061.13	SHOC2	Productive	+	0	2	2	chr10:111000415-111000545	chr10:110985628-110985765	chr10:110964359-110965061	1.1798309530749054	0.1422271223814774	0.19825072886297376	5.6033745	6.187898635864258	5.531412124633789	FALSE
ENSG00000108061.13	SHOC2	Productive	+	0	2	2	chr10:111011610-111011818	chr10:111009713-111009830	chr10:111009248-111009385	0.612987012987013	75.14285714285714	0.02451333813987022	5.482522	5.772796154022217	6.392181396484375	FALSE
