ID	ID_Species	ID_Organ	ID_Stage	ID_libNumber	sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias	library ID	Species	Tissue	Stage	Sex.x	Used library?	Species (strain)	Organ	Developmental stage	Sex.y	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID	Ordinal_stage	Label_As_in_PreviousAnalysis	Tissue_ForDevelopementalAnalysis
Human_Kidney_CS22_5645	Human	Kidney	CS22	5645	SAMEA4690161	ERR2598239	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598239/ERR2598239.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598239/ERR2598239.fastq.gz	E-MTAB-6814:5645sTS.Human.Kidney.CS22.Female	5645	Human	Kidney	CS22	Female	Yes	Human	Kidney	8wpc	Female	WINDU 67 lane 5	CS22	31267157	31088011	99%	QIAgen RNeasy DTT	9.1	NA	NA	5	8wpc	Kidney
Human_Liver_CS22_2016	Human	Liver	CS22	2016	SAMEA4690163	ERR2598241	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598241/ERR2598241.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598241/ERR2598241.fastq.gz	E-MTAB-6814:2016sTSm.Human.Liver.CS22.Male	2016	Human	Liver	CS22	Male	Yes	Human	Liver	8wpc	Male	VADER 194 lane 3 / VADER 144 lane 1	CS 22	23785535	23625453	99%	QIAgen RNeasy QIAzol	7.8	NA	NA	5	8wpc	Liver
Human_Liver_CS22_2017	Human	Liver	CS22	2017	SAMEA4690164	ERR2598242	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598242/ERR2598242.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598242/ERR2598242.fastq.gz	E-MTAB-6814:2017sTSm.Human.Liver.CS22.Female	2017	Human	Liver	CS22	Female	Yes	Human	Liver	8wpc	Female	VADER 194 lane 3 / VADER 144 lane 1	CS 22	27393388	27201077	99%	QIAgen RNeasy QIAzol	7.2	NA	NA	5	8wpc	Liver
Human_Testis_CS23_1991	Human	Testis	CS23	1991	SAMEA4690171	ERR2598248	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598248/ERR2598248.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598248/ERR2598248.fastq.gz	E-MTAB-6814:1991sTS.Human.Testis.CS23.Male	1991	Human	Testis	CS23	Male	Yes	Human	Testis	8wpc	Male	OBIWAN 137 lane 1	CS 23	33420326	32920165	99%	QIAgen RNeasy QIAzol	5.2	NA	NA	5	8wpc	Testis
Human_Forebrain_9w_2050	Human	Forebrain	9w	2050	SAMEA4690174	ERR2598251	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598251/ERR2598251.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598251/ERR2598251.fastq.gz	E-MTAB-6814:2050sTS.Human.Forebrain.9w.Female	2050	Human	Forebrain	9w	Female	Yes	Human	Forebrain/Cerebrum	9wpc	Female	VADER 144 lane 5	9 weeks	18388987	18237827	99%	QIAgen RNeasy QIAzol	7.6	NA	NA	6	9wpc	Brain
Human_Brain_9w_2068	Human	Brain	9w	2068	SAMEA4690175	ERR2598252	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598252/ERR2598252.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598252/ERR2598252.fastq.gz	E-MTAB-6814:2068sTS.Human.Brain.9w.Male	2068	Human	Brain	9w	Male	Yes	Human	Forebrain/Cerebrum	9wpc	Male	VADER 144 lane 5	9 weeks	20656299	20522787	99%	QIAgen RNeasy QIAzol	7.3	NA	NA	6	9wpc	Brain
Human_Hindbrain_9w_2040	Human	Hindbrain	9w	2040	SAMEA4690179	ERR2598256	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598256/ERR2598256.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598256/ERR2598256.fastq.gz	E-MTAB-6814:2040sTS.Human.Hindbrain.9w.Male	2040	Human	Hindbrain	9w	Male	Yes	Human	Hindbrain/Cerebellum	9wpc	Male	VADER 144 lane 3	9 weeks	18093097	18005949	100%	QIAgen RNeasy QIAzol	6.6	NA	NA	6	9wpc	Cerebellum
Human_Liver_9w_2072	Human	Liver	9w	2072	SAMEA4690185	ERR2598262	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598262/ERR2598262.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598262/ERR2598262.fastq.gz	E-MTAB-6814:2072sTSm.Human.Liver.9w.Male	2072	Human	Liver	9w	Male	Yes	Human	Liver	9wpc	Male	VADER 145 lane 2 / OBIWAN 100 lane 2	9 weeks	39674903	39098058	99%	QIAgen RNeasy QIAzol	7.5	NA	NA	6	9wpc	Liver
Human_Ovary_9w_2052	Human	Ovary	9w	2052	SAMEA4690186	ERR2598263	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598263/ERR2598263.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598263/ERR2598263.fastq.gz	E-MTAB-6814:2052sTSm.Human.Ovary.9w.Female	2052	Human	Ovary	9w	Female	Yes	Human	Ovary	9wpc	Female	VADER 194 lane 3 / VADER 144 lane 5	9 weeks	25090420	24913027	99%	QIAgen RNeasy QIAzol	7.9	NA	NA	6	9wpc	Ovary
Human_Testis_9w_2074	Human	Testis	9w	2074	SAMEA4690187	ERR2598264	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598264/ERR2598264.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598264/ERR2598264.fastq.gz	E-MTAB-6814:2074sTS.Human.Testis.9w.Male	2074	Human	Testis	9w	Male	Yes	Human	Testis	9wpc	Male	VADER 145 lane 2	9 weeks	29265268	28513616	97%	QIAgen RNeasy QIAzol	7.1	NA	NA	6	9wpc	Testis
Human_Testis_9w_5926	Human	Testis	9w	5926	SAMEA4690188	ERR2598265	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598265/ERR2598265.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598265/ERR2598265.fastq.gz	E-MTAB-6814:5926sTS.Human.Testis.9w.Male	5926	Human	Testis	9w	Male	Yes	Human	Testis	9wpc	Male	OBIWAN 198 lane 4	9 weeks	33565734	33326533	99%	QIAgen RNeasy DTT	7.5	NA	NA	6	9wpc	Testis
Human_Brain_16ypb_5532	Human	Brain	16ypb	5532	SAMEA4690190	ERR2598267	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598267/ERR2598267.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598267/ERR2598267.fastq.gz	E-MTAB-6814:5532sTS.Human.Brain.16ypb.Male	5532	Human	Brain	16ypb	Male	Yes	Human	Forebrain/Cerebrum	teenager	Male	WINDU 52 lane 5	16 years post birth	44823680	44475885	99%	QIAgen RNeasy QIAzol	NA	NA	NA	20	teenager	Brain
Human_Liver_17ypb_5575	Human	Liver	17ypb	5575	SAMEA4690198	ERR2598275	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598275/ERR2598275.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598275/ERR2598275.fastq.gz	E-MTAB-6814:5575sTS.Human.Liver.17ypb.Male	5575	Human	Liver	17ypb	Male	Yes	Human	Liver	teenager	Male	OBIWAN 180	17 years post birth	35257951	34642792	98%	QIAgen RNeasy QIAzol	NA	NA	NA	21	oldTeenager	Liver
Human_Testis_17ypb_5546	Human	Testis	17ypb	5546	SAMEA4690200	ERR2598277	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598277/ERR2598277.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598277/ERR2598277.fastq.gz	E-MTAB-6814:5546sTS.Human.Testis.17ypb.Male	5546	Human	Testis	17ypb	Male	Yes	Human	Testis	oldTeenager	Male	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	17 years post birth	75829169	75406028	99%	QIAgen RNeasy QIAzol	NA	NA	NA	21	oldTeenager	Testis
Human_Brain_58ypb_5514	Human	Brain	58ypb	5514	SAMEA4690203	ERR2598280	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598280/ERR2598280.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598280/ERR2598280.fastq.gz	E-MTAB-6814:5514sTS.Human.Brain.58ypb.Male	5514	Human	Brain	58ypb	Male	Yes	Human	Forebrain/Cerebrum	senior	Male	WINDU 52 lane 3	58 years post birth	31095022	30831113	99%	QIAgen RNeasy QIAzol	NA	NA	NA	25	senior	Brain
Human_Cerebellum_58ypb_5525	Human	Cerebellum	58ypb	5525	SAMEA4690205	ERR2598282	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598282/ERR2598282.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598282/ERR2598282.fastq.gz	E-MTAB-6814:5525sTS.Human.Cerebellum.58ypb.Male	5525	Human	Cerebellum	58ypb	Male	Yes	Human	Hindbrain/Cerebellum	senior	Male	WINDU 52 lane 4	58 years post birth	32556733	32339572	99%	QIAgen RNeasy QIAzol	NA	NA	NA	25	senior	Cerebellum
Human_Cerebellum_58ypb_5573	Human	Cerebellum	58ypb	5573	SAMEA4690206	ERR2598283	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598283/ERR2598283.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598283/ERR2598283.fastq.gz	E-MTAB-6814:5573sTS.Human.Cerebellum.58ypb.Male	5573	Human	Cerebellum	58ypb	Male	Yes	Human	Hindbrain/Cerebellum	senior	Male	WINDU 52 lane 8	58 years post birth	45094496	44893701	100%	QIAgen RNeasy QIAzol	NA	NA	NA	25	senior	Cerebellum
Human_Testis_55ypb_5518	Human	Testis	55ypb	5518	SAMEA4690209	ERR2598286	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598286/ERR2598286.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598286/ERR2598286.fastq.gz	E-MTAB-6814:5518sTS.Human.Testis.55ypb.Male	5518	Human	Testis	55ypb	Male	Yes	Human	Testis	senior	Male	WINDU 52 lane 4	55 years post birth	25989887	25802362	99%	QIAgen RNeasy QIAzol	NA	NA	NA	25	senior	Testis
Human_Heart_127dpb_5836	Human	Heart	127dpb	5836	SAMEA4690213	ERR2598290	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598290/ERR2598290.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598290/ERR2598290.fastq.gz	E-MTAB-6814:5836sTS.Human.Heart.127dpb.Male	5836	Human	Heart	127dpb	Male	Yes	Human	Heart	infant	Male	OBIWAN 200 lane 7	270 days post birth	26562452	25194031	95%	QIAgen RNeasy DTT	7.8	NA	NA	16	infant	Heart
Human_Cerebellum_270dpb_5568	Human	Cerebellum	270dpb	5568	SAMEA4690217	ERR2598294	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598294/ERR2598294.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598294/ERR2598294.fastq.gz	E-MTAB-6814:5568sTS.Human.Cerebellum.270dpb.Male	5568	Human	Cerebellum	270dpb	Male	Yes	Human	Hindbrain/Cerebellum	infant	Male	WINDU 52 lane 8	270 days post birth	31950535	31793907	100%	QIAgen RNeasy QIAzol	NA	NA	NA	16	infant	Cerebellum
Human_Cerebellum_6mpb_5849	Human	Cerebellum	6mpb	5849	SAMEA4690218	ERR2598295	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598295/ERR2598295.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598295/ERR2598295.fastq.gz	E-MTAB-6814:5849sTS.Human.Cerebellum.6mpb.Female	5849	Human	Cerebellum	6mpb	Female	Yes	Human	Hindbrain/Cerebellum	infant	Female	OBIWAN 203 lane 3	6 months post birth	29282411	28820325	98%	QIAgen RNeasy DTT	5.6	NA	NA	16	infant	Cerebellum
Human_Kidney_6mpb_6104	Human	Kidney	6mpb	6104	SAMEA4690221	ERR2598298	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598298/ERR2598298.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598298/ERR2598298.fastq.gz	E-MTAB-6814:6104sTS.Human.Kidney.6mpb.Male	6104	Human	Kidney	6mpb	Male	No	Human	Kidney	infant	Male	OBIWAN 203 lane 7	6 months post birth	30681136	29602839	96%	QIAgen RNeasy DTT	NA	NA	NA	16	infant	Kidney
Human_Testis_270dpb_5523	Human	Testis	270dpb	5523	SAMEA4690225	ERR2598302	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598302/ERR2598302.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598302/ERR2598302.fastq.gz	E-MTAB-6814:5523sTS.Human.Testis.270dpb.Male	5523	Human	Testis	270dpb	Male	Yes	Human	Testis	infant	Male	WINDU 52 lane 4	270 days post birth	34767631	34473778	99%	QIAgen RNeasy QIAzol	NA	NA	NA	16	infant	Testis
Human_Testis_221dpb_5560	Human	Testis	221dpb	5560	SAMEA4690226	ERR2598303	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598303/ERR2598303.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598303/ERR2598303.fastq.gz	E-MTAB-6814:5560sTS.Human.Testis.221dpb.Male	5560	Human	Testis	221dpb	Male	Yes	Human	Testis	infant	Male	OBIWAN 157 lane 7	221 days post birth	28946644	28756264	99%	QIAgen RNeasy QIAzol	NA	NA	NA	16	infant	Testis
Human_Testis_6mpb_6102	Human	Testis	6mpb	6102	SAMEA4690227	ERR2598304	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598304/ERR2598304.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598304/ERR2598304.fastq.gz	E-MTAB-6814:6102sTS.Human.Testis.6mpb.Male	6102	Human	Testis	6mpb	Male	No	Human	Testis	infant	Male	OBIWAN 203 lane 7	6 months post birth	25772197	23871411	93%	QIAgen RNeasy DTT	7.1	NA	NA	16	infant	Testis
Human_Brain_50ypb_5517	Human	Brain	50ypb	5517	SAMEA4690228	ERR2598305	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598305/ERR2598305.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598305/ERR2598305.fastq.gz	E-MTAB-6814:5517sTS.Human.Brain.50ypb.Male	5517	Human	Brain	50ypb	Male	Yes	Human	Forebrain/Cerebrum	olderMidAge	Male	WINDU 52 lane 3	50 years post birth	57101240	56680771	99%	QIAgen RNeasy QIAzol	NA	NA	NA	24	olderMidAge	Brain
Human_Brain_53ypb_5557	Human	Brain	53ypb	5557	SAMEA4690229	ERR2598306	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598306/ERR2598306.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598306/ERR2598306.fastq.gz	E-MTAB-6814:5557sTS.Human.Brain.53ypb.Male	5557	Human	Brain	53ypb	Male	Yes	Human	Forebrain/Cerebrum	olderMidAge	Male	WINDU 52 lane 7	53 years post birth	29003519	28627513	99%	QIAgen RNeasy QIAzol	NA	NA	NA	24	olderMidAge	Brain
Human_Cerebellum_53ypb_5516	Human	Cerebellum	53ypb	5516	SAMEA4690231	ERR2598308	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598308/ERR2598308.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598308/ERR2598308.fastq.gz	E-MTAB-6814:5516sTS.Human.Cerebellum.53ypb.Male	5516	Human	Cerebellum	53ypb	Male	Yes	Human	Hindbrain/Cerebellum	olderMidAge	Male	WINDU 52 lane 3	53 years post birth	26602047	26395538	99%	QIAgen RNeasy QIAzol	NA	NA	NA	24	olderMidAge	Cerebellum
Human_Cerebellum_50ypb_5549	Human	Cerebellum	50ypb	5549	SAMEA4690232	ERR2598309	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598309/ERR2598309.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598309/ERR2598309.fastq.gz	E-MTAB-6814:5549sTS.Human.Cerebellum.50ypb.Male	5549	Human	Cerebellum	50ypb	Male	Yes	Human	Hindbrain/Cerebellum	olderMidAge	Male	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	50 years post birth	96476395	95868610	99%	QIAgen RNeasy QIAzol	NA	NA	NA	24	olderMidAge	Cerebellum
Human_Brain_15dpb_5894	Human	Brain	15dpb	5894	SAMEA4690237	ERR2598314	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598314/ERR2598314.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598314/ERR2598314.fastq.gz	E-MTAB-6814:5894sTS.Human.Brain.15dpb.Female	5894	Human	Brain	15dpb	Female	Yes	Human	Forebrain/Cerebrum	newborn	Female	OBIWAN 203 lane 6	15 days post birth	23772986	23263712	98%	QIAgen RNeasy DTT	7.2	NA	NA	15	newborn	Brain
Human_Heart_6dpb_5850	Human	Heart	6dpb	5850	SAMEA4690239	ERR2598316	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598316/ERR2598316.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598316/ERR2598316.fastq.gz	E-MTAB-6814:5850sTS.Human.Heart.6dpb.Male	5850	Human	Heart	6dpb	Male	No	Human	Heart	newborn	Male	OBIWAN 203 lane 8	6 days post birth	16973856	16412549	97%	QIAgen RNeasy DTT	8	NA	NA	15	newborn	Heart
Human_Cerebellum_15dpb_5519	Human	Cerebellum	15dpb	5519	SAMEA4690242	ERR2598319	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598319/ERR2598319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598319/ERR2598319.fastq.gz	E-MTAB-6814:5519sTS.Human.Cerebellum.15dpb.Female	5519	Human	Cerebellum	15dpb	Female	No	Human	Hindbrain/Cerebellum	newborn	Female	WINDU 52 lane 4	15 days post birth	40609465	40228437	99%	QIAgen RNeasy QIAzol	NA	NA	NA	15	newborn	Cerebellum
Human_Cerebellum_0dpb_5842	Human	Cerebellum	0dpb	5842	SAMEA4690244	ERR2598321	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598321/ERR2598321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598321/ERR2598321.fastq.gz	E-MTAB-6814:5842sTS.Human.Cerebellum.0dpb.Female	5842	Human	Cerebellum	0dpb	Female	Yes	Human	Hindbrain/Cerebellum	newborn	Female	OBIWAN 198 lane 4	0 days post birth	29920443	29694829	99%	QIAgen RNeasy DTT	8.1	NA	NA	15	newborn	Cerebellum
Human_Cerebellum_0dpb_5848	Human	Cerebellum	0dpb	5848	SAMEA4690245	ERR2598322	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598322/ERR2598322.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598322/ERR2598322.fastq.gz	E-MTAB-6814:5848sTS.Human.Cerebellum.0dpb.Female	5848	Human	Cerebellum	0dpb	Female	Yes	Human	Hindbrain/Cerebellum	newborn	Female	OBIWAN 200 lane 8	0 days post birth	12395552	12216004	99%	QIAgen RNeasy DTT	7	NA	NA	15	newborn	Cerebellum
Human_Kidney_34dpb_5834	Human	Kidney	34dpb	5834	SAMEA4690246	ERR2598323	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598323/ERR2598323.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598323/ERR2598323.fastq.gz	E-MTAB-6814:5834sTS.Human.Kidney.34dpb.Male	5834	Human	Kidney	34dpb	Male	Yes	Human	Kidney	newborn	Male	OBIWAN 200 lane 6	34 days post birth	33080471	32390517	98%	QIAgen RNeasy DTT	NA	NA	NA	15	newborn	Kidney
Human_Liver_15dpb_5548	Human	Liver	15dpb	5548	SAMEA4690250	ERR2598327	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598327/ERR2598327.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598327/ERR2598327.fastq.gz	E-MTAB-6814:5548sTS.Human.Liver.15dpb.Male	5548	Human	Liver	15dpb	Male	Yes	Human	Liver	newborn	Male	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	15 days post birth	23596165	23438580	99%	QIAgen RNeasy QIAzol	NA	NA	NA	15	newborn	Liver
Human_Brain_8ypb_5537	Human	Brain	8ypb	5537	SAMEA4690251	ERR2598328	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598328/ERR2598328.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598328/ERR2598328.fastq.gz	E-MTAB-6814:5537sTS.Human.Brain.8ypb.Male	5537	Human	Brain	8ypb	Male	Yes	Human	Forebrain/Cerebrum	school	Male	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	8 years post birth	23687506	23552631	99%	QIAgen RNeasy QIAzol	NA	NA	NA	18	school	Brain
Human_Brain_7ypb_5569	Human	Brain	7ypb	5569	SAMEA4690252	ERR2598329	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598329/ERR2598329.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598329/ERR2598329.fastq.gz	E-MTAB-6814:5569sTS.Human.Brain.7ypb.Male	5569	Human	Brain	7ypb	Male	Yes	Human	Forebrain/Cerebrum	school	Male	WINDU 52 lane 8	7 years post birth	44770441	31722344	71%	QIAgen RNeasy QIAzol	NA	NA	NA	18	school	Brain
Human_Cerebellum_8ypb_5562	Human	Cerebellum	8ypb	5562	SAMEA4690253	ERR2598330	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598330/ERR2598330.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598330/ERR2598330.fastq.gz	E-MTAB-6814:5562sTS.Human.Cerebellum.8ypb.Male	5562	Human	Cerebellum	8ypb	Male	Yes	Human	Hindbrain/Cerebellum	school	Male	OBIWAN 157 lane 7	8 years post birth	29594665	29423476	99%	QIAgen RNeasy QIAzol	NA	NA	NA	18	school	Cerebellum
Human_Brain_2ypb_5543	Human	Brain	2ypb	5543	SAMEA4690258	ERR2598335	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598335/ERR2598335.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598335/ERR2598335.fastq.gz	E-MTAB-6814:5543sTS.Human.Brain.2ypb.Female	5543	Human	Brain	2ypb	Female	Yes	Human	Forebrain/Cerebrum	toddler	Female	OBIWAN 157 lane 4 WINDU 52 lane 6 OBIWAN 202 lanes 5 and 6	2 years post birth	57094910	56676856	99%	QIAgen RNeasy QIAzol	NA	NA	NA	17	toddler	Brain
Human_Brain_4ypb_5904	Human	Brain	4ypb	5904	SAMEA4690260	ERR2598337	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598337/ERR2598337.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598337/ERR2598337.fastq.gz	E-MTAB-6814:5904sTS.Human.Brain.4ypb.Male	5904	Human	Brain	4ypb	Male	Yes	Human	Forebrain/Cerebrum	toddler	Male	OBIWAN 200 lane 7	4 years post birth	25644460	25092543	98%	QIAgen RNeasy DTT	6.8	NA	NA	17	toddler	Brain
Human_Heart_2ypb_5839	Human	Heart	2ypb	5839	SAMEA4690261	ERR2598338	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598338/ERR2598338.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598338/ERR2598338.fastq.gz	E-MTAB-6814:5839sTS.Human.Heart.2ypb.Male	5839	Human	Heart	2ypb	Male	Yes	Human	Heart	toddler	Male	OBIWAN 200 lane 8	2 years post birth	13262802	12987030	98%	QIAgen RNeasy DTT	7.7	NA	NA	17	toddler	Heart
Human_Brain_29ypb_5531	Human	Brain	29ypb	5531	SAMEA4690269	ERR2598346	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598346/ERR2598346.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598346/ERR2598346.fastq.gz	E-MTAB-6814:5531sTS.Human.Brain.29ypb.Male	5531	Human	Brain	29ypb	Male	Yes	Human	Forebrain/Cerebrum	youngAdult	Male	WINDU 52 lane 5	29 years post birth	53053623	52660276	99%	QIAgen RNeasy QIAzol	NA	NA	NA	22	youngAdult	Brain
Human_Brain_29ypb_5908	Human	Brain	29ypb	5908	SAMEA4690270	ERR2598347	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598347/ERR2598347.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598347/ERR2598347.fastq.gz	E-MTAB-6814:5908sTS.Human.Brain.29ypb.Male	5908	Human	Brain	29ypb	Male	Yes	Human	Forebrain/Cerebrum	youngAdult	Male	OBIWAN 203 lane 5	29 years post birth	55270908	54336004	98%	QIAgen RNeasy DTT	7.9	NA	NA	22	youngAdult	Brain
